drugbank_id	drugbank_name	chembl	drugbank	pdb	iuphar	pubchem_dotf	kegg_ligand	chebi	nih_ncc	zinc	emolecules	ibm	atlas	ibm_patents	fdasrs	surechembl	pharmgkb	hmdb	selleck	pubchem_tpharma	pubchem	mcule	nmrshiftdb2	lincs	actor	recon	molport	nikkaji	bindingdb	comptox	lipidmaps	drugcentral	carotenoiddb	metabolights	brenda	rhea	chemicalbook	dailymed	swisslipids	dailymed_new	clinicaltrials
DB00160	Alanine	3	2	2	4	0	3	15	0	2	15	22	0	0	2	21	1	3	0	15	110	5	1	0	11	2	5	45	3	23	0	2	0	15	21	2	4	1	0	1	2
DB00161	Valine	3	1	2	1	0	3	12	0	2	7	14	0	0	2	19	1	1	0	20	80	3	3	0	6	1	4	22	2	10	1	1	0	12	12	2	4	1	0	1	2
DB00162	Vitamin A	4	1	1	3	0	4	5	0	13	6	1	1	0	3	58	1	4	0	28	112	2	0	3	8	4	2	13	1	1	4	1	3	5	14	5	3	2	2	1	2
DB00163	Vitamin E	3	2	2	0	1	1	3	0	7	5	8	2	0	2	11	1	1	0	11	33	3	0	1	7	1	7	18	1	4	1	1	0	2	3	1	3	0	0	0	0
DB00165	Pyridoxine	1	1	1	0	0	1	1	0	1	2	3	0	0	1	2	1	1	0	3	14	1	1	1	1	1	1	3	1	3	0	1	0	1	4	1	2	1	0	1	3
DB00166	Lipoic acid	3	2	2	1	1	2	5	0	2	5	7	0	0	3	30	1	2	0	117	206	4	1	1	9	1	6	4	2	5	1	1	0	5	17	1	7	0	0	0	3
DB00167	Isoleucine	6	2	4	1	0	3	12	0	4	7	15	0	0	4	17	1	3	0	21	77	2	2	0	9	1	5	26	1	6	1	1	0	9	20	3	5	1	0	1	2
DB00169	Cholecalciferol	9	1	1	1	1	1	2	0	32	11	14	0	0	1	90	1	2	1	37	221	2	0	0	6	1	6	8	2	2	5	1	0	1	4	1	3	1	1	1	5
DB00170	Menadione	1	1	1	0	0	1	1	0	1	3	4	0	0	1	43	1	1	1	16	80	1	1	1	3	0	1	4	1	8	0	1	0	0	7	1	1	1	0	1	1
DB00171	ATP	1	1	2	1	0	1	3	0	12	3	11	0	0	1	10	1	1	0	10	56	0	0	0	6	1	1	9	4	4	0	1	0	3	24	1	1	0	0	1	1
DB00172	Proline	3	2	2	2	0	3	11	0	2	7	13	1	0	1	28	1	2	0	13	86	5	1	0	6	2	3	29	3	4	0	1	0	11	14	2	4	1	0	1	2
DB00173	Adenine	1	1	1	1	0	1	1	0	1	3	9	0	0	1	7	1	1	1	13	41	1	1	0	3	1	3	19	2	6	0	1	0	1	3	1	2	1	0	1	1
DB00174	Asparagine	2	2	3	1	0	3	11	0	2	6	5	0	0	2	7	1	2	0	4	35	4	1	0	5	1	3	7	2	4	0	1	0	11	11	2	2	1	0	1	1
DB00175	Pravastatin	6	1	0	1	1	1	6	1	25	11	17	0	0	5	80	1	1	1	82	240	0	1	5	3	0	7	5	3	2	1	1	0	2	2	1	5	2	0	2	6
DB00176	Fluvoxamine	4	1	1	1	1	1	3	1	3	4	1	0	0	3	42	1	1	1	13	72	2	1	1	3	0	6	3	2	4	0	1	0	0	3	0	2	2	0	2	5
DB00177	Valsartan	3	1	0	2	1	0	2	1	2	7	5	0	0	2	74	1	1	1	77	165	4	0	2	3	0	9	2	2	5	0	1	0	0	2	0	7	1	0	1	5
DB00178	Ramipril	5	1	0	1	1	0	3	2	16	4	13	0	0	5	93	1	1	1	54	156	4	0	3	2	0	5	5	1	3	0	1	0	0	2	0	4	1	0	1	9
DB00179	Masoprocol	3	1	1	1	1	1	2	0	3	1	4	1	0	1	22	1	1	0	5	29	1	1	1	3	0	1	3	3	2	0	1	0	2	7	0	1	0	0	0	4
DB00180	Flunisolide	4	1	0	1	1	1	1	1	13	5	2	0	0	2	31	1	1	0	5	59	1	0	3	2	0	2	1	0	1	0	1	0	0	0	0	1	1	0	1	6
DB00181	Baclofen	7	3	1	3	1	0	1	0	2	7	3	0	0	4	44	1	1	1	22	80	5	0	1	7	0	5	3	3	4	0	1	0	0	1	0	3	1	0	1	7
DB00182	Amphetamine	3	2	2	3	0	2	3	0	2	3	11	0	0	2	11	2	3	0	13	46	1	0	0	8	0	0	9	3	3	0	3	0	0	7	0	0	2	0	2	19
DB00183	Pentagastrin	2	1	0	0	0	0	1	0	7	1	1	0	0	1	7	0	0	0	2	17	0	0	0	1	0	1	6	1	1	0	1	0	0	0	0	1	1	0	1	2
DB00184	Nicotine	3	1	1	2	0	3	5	1	2	9	6	1	0	4	28	1	1	0	65	107	2	1	1	7	0	3	11	3	9	0	1	0	6	7	2	2	1	0	1	8
DB00185	Cevimeline	5	1	0	1	1	0	1	0	4	6	9	0	0	0	28	1	4	0	14	64	0	0	0	5	0	9	5	3	4	0	1	0	0	1	0	3	2	0	2	7
DB00186	Lorazepam	3	1	0	1	0	0	1	1	2	3	3	0	0	2	56	1	1	0	8	64	0	0	1	2	0	0	3	1	4	0	1	0	0	1	0	0	1	0	1	3
DB00187	Esmolol	2	1	0	1	1	1	4	1	2	2	2	0	0	4	24	1	1	0	5	33	0	0	1	4	0	1	3	1	4	0	1	0	0	1	0	1	2	0	2	4
DB00188	Bortezomib	4	1	1	1	1	0	2	0	4	4	7	1	0	1	14	1	1	1	39	72	0	0	1	1	0	2	5	2	3	0	1	0	0	3	0	4	1	0	1	5
DB00189	Ethchlorvynol	2	1	0	1	0	1	1	0	4	0	2	0	0	2	9	1	1	0	1	16	0	0	0	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
DB00190	Carbidopa	4	1	1	1	0	1	4	1	2	6	2	0	0	2	52	1	1	1	20	68	3	0	2	8	0	5	3	1	3	0	1	0	0	7	0	2	1	0	1	4
DB00191	Phentermine	2	1	0	1	0	1	3	0	1	3	2	0	0	2	33	1	1	0	16	57	2	1	1	4	0	0	2	1	5	0	1	0	0	1	0	1	2	0	2	9
DB00192	Indecainide	2	1	0	0	1	0	1	0	1	0	1	0	0	2	4	1	1	0	1	5	0	0	0	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0
DB00193	Tramadol	7	1	0	1	0	1	5	0	4	4	76	0	0	3	75	1	1	0	58	97	2	0	2	4	0	0	5	1	3	0	1	0	2	0	0	0	1	0	1	11
DB00194	Vidarabine	10	3	3	2	1	1	6	1	22	10	24	0	0	2	41	1	2	2	23	93	10	1	4	13	1	6	30	7	3	0	2	0	2	25	1	3	1	0	1	9
DB00195	Betaxolol	5	2	0	2	1	1	6	1	2	4	7	0	0	4	104	1	1	2	73	150	2	0	1	5	0	5	3	3	5	0	2	0	0	0	0	3	2	0	2	10
DB00196	Fluconazole	2	1	1	0	1	0	1	1	1	3	4	0	0	1	4	1	1	1	8	18	1	1	1	1	0	2	1	1	3	0	1	0	0	3	1	2	1	0	1	6
DB00197	Troglitazone	1	2	2	1	1	0	1	0	4	2	0	1	0	0	36	1	0	0	24	55	0	0	1	1	0	1	7	1	1	0	1	0	0	3	0	1	0	0	0	5
DB00198	Oseltamivir	6	1	0	0	1	2	2	0	7	7	4	0	0	2	31	1	1	1	44	101	2	0	0	3	0	4	5	1	4	0	1	0	0	5	0	3	2	0	2	8
DB00199	Erythromycin	11	1	1	1	1	1	4	0	62	15	28	0	0	3	27	1	0	1	15	181	2	0	2	2	0	5	4	5	1	1	1	0	3	4	1	0	1	0	1	22
DB00200	Hydroxocobalamin	4	3	6	0	0	2	12	0	0	5	0	3	0	8	26	0	3	0	21	55	2	1	0	20	3	3	12	1	7	0	0	0	11	14	2	3	1	0	1	1
DB00201	Caffeine	1	1	1	1	0	1	1	0	1	3	10	1	0	1	9	1	1	0	50	65	1	1	1	6	0	2	4	1	7	0	1	0	1	5	1	0	1	0	1	5
DB00202	Succinylcholine	4	1	1	1	0	1	3	0	1	4	1	0	0	5	12	1	1	1	3	20	3	1	0	6	0	3	1	1	4	0	1	0	0	4	0	2	1	0	1	7
DB00203	Sildenafil	2	1	1	1	1	1	2	0	1	4	4	0	0	3	97	1	1	1	99	195	2	0	1	3	0	7	1	2	4	0	1	0	0	3	0	5	2	0	2	9
DB00204	Dofetilide	1	1	0	1	1	1	1	1	1	2	1	0	0	1	5	1	1	1	2	8	0	0	1	1	0	2	1	1	1	0	1	0	0	0	0	1	1	0	1	4
DB00205	Pyrimethamine	3	1	1	1	1	1	1	1	1	2	1	0	0	5	22	1	1	1	7	120	0	0	1	15	0	1	1	1	12	0	1	0	0	3	0	1	1	0	1	2
DB00206	Reserpine	7	1	0	1	0	1	4	0	26	6	6	0	0	1	10	1	1	1	5	50	4	1	4	3	0	3	7	1	3	0	1	0	4	2	0	1	1	0	1	2
DB00207	Azithromycin	5	1	1	1	1	1	1	1	36	11	33	0	0	1	41	1	1	1	12	141	1	0	1	3	0	5	2	2	1	1	1	0	0	1	0	0	0	0	0	13
DB00208	Ticlopidine	2	1	1	1	1	1	2	1	1	3	1	1	0	2	32	1	1	1	18	56	2	0	1	2	0	3	1	1	3	0	1	0	0	1	0	1	2	0	2	4
DB00209	Trospium	5	1	0	1	0	0	2	0	5	5	5	0	0	2	9	1	1	1	13	52	0	0	0	3	0	6	2	0	2	0	1	0	0	0	0	1	2	0	2	5
DB00210	Adapalene	1	1	0	1	0	0	1	0	1	2	1	0	0	1	19	1	1	1	15	31	1	0	1	1	0	3	1	1	2	0	1	0	0	0	0	1	1	0	1	4
DB00211	Midodrine	4	1	0	1	0	1	3	1	2	2	2	0	0	0	23	1	1	0	6	38	2	0	1	2	0	3	1	0	2	0	1	0	0	2	0	1	2	0	2	9
DB00212	Remikiren	2	1	1	0	0	1	1	0	10	0	9	0	0	2	9	1	1	0	2	16	0	0	0	0	0	0	2	1	1	0	1	0	0	2	0	0	0	0	0	0
DB00213	Pantoprazole	3	1	0	1	0	1	1	0	2	3	79	0	0	1	146	1	1	0	78	167	1	0	1	2	0	4	2	2	2	0	1	0	0	0	0	3	1	0	1	9
DB00214	Torasemide	1	1	0	1	1	0	1	1	1	2	1	0	0	1	27	1	1	1	7	35	1	0	1	1	0	2	1	1	2	0	1	0	0	0	0	2	1	0	1	3
DB00215	Citalopram	6	2	1	3	2	1	8	3	2	14	2	0	0	4	54	2	2	1	70	148	6	1	2	5	0	9	3	3	5	0	2	0	0	5	0	5	4	0	4	9
DB00216	Eletriptan	2	1	0	2	1	0	3	0	2	4	3	0	0	7	50	1	1	1	43	95	0	0	0	1	0	4	1	1	3	0	1	0	0	0	0	3	2	0	2	5
DB00217	Bethanidine	2	1	0	1	0	0	2	0	1	0	1	0	0	2	5	0	1	0	1	15	0	0	0	3	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0
DB00218	Moxifloxacin	7	1	1	0	1	2	3	1	4	7	4	0	0	4	64	1	1	1	49	183	0	0	1	3	0	6	1	1	5	0	1	0	0	1	0	5	2	0	2	8
DB00219	Oxyphenonium	2	1	0	1	0	0	1	1	2	2	2	0	0	0	5	1	1	0	1	15	2	0	1	5	0	1	3	0	2	0	1	0	0	0	0	0	0	0	0	0
DB00220	Nelfinavir	4	1	1	0	1	2	4	1	12	4	10	0	0	2	41	1	1	0	26	137	0	0	2	2	0	4	4	5	2	0	1	0	0	2	0	1	2	0	2	6
DB00221	Isoetharine	5	1	0	1	0	1	1	0	4	1	4	0	0	1	18	1	1	0	3	35	0	0	1	5	0	1	3	1	2	0	1	0	0	1	0	0	0	0	0	1
DB00222	Glimepiride	2	1	1	1	1	1	2	1	3	2	2	0	0	2	30	1	1	1	27	45	0	0	2	2	0	2	2	1	1	0	1	0	0	1	0	2	1	0	1	4
DB00223	Diflorasone	4	2	0	0	1	1	2	0	21	4	3	0	0	2	40	0	1	0	5	73	3	0	3	4	0	4	3	1	1	0	1	0	0	0	0	2	0	0	0	0
DB00224	Indinavir	5	1	1	0	1	2	2	1	6	4	11	0	0	5	54	1	1	1	19	177	0	0	1	3	0	3	5	3	4	0	1	0	0	5	0	2	2	0	2	6
DB00225	Gadodiamide	2	2	1	0	0	1	3	0	1	2	2	0	0	8	5	1	1	1	12	37	1	0	0	7	0	2	3	0	7	0	0	0	0	2	0	3	0	0	0	0
DB00226	Guanadrel	3	1	0	1	1	1	3	0	2	1	2	0	0	0	8	1	1	0	2	15	3	0	1	2	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0
DB00227	Lovastatin	9	1	1	1	1	1	3	1	95	13	144	0	0	2	238	1	1	1	55	364	3	0	3	3	0	4	3	5	2	0	1	0	1	4	0	2	1	0	1	4
DB00228	Enflurane	1	1	0	1	0	1	1	0	2	1	3	0	0	1	5	1	1	0	3	7	2	0	0	1	0	1	3	0	1	0	1	0	0	1	0	1	0	0	0	3
DB00229	Cefotiam	3	1	0	0	1	0	3	0	4	2	3	0	0	2	28	1	1	0	7	40	0	0	2	2	0	2	2	0	2	0	1	0	0	1	0	2	0	0	0	5
DB00230	Pregabalin	4	1	0	1	1	0	1	0	2	5	3	0	0	1	58	1	1	0	58	135	2	0	0	1	0	0	4	2	2	0	1	0	0	0	0	4	1	0	1	5
DB00231	Temazepam	1	1	0	1	0	1	1	0	2	2	3	0	0	2	38	1	1	0	2	53	0	0	1	2	0	0	3	1	2	0	1	0	0	0	0	0	1	0	1	3
DB00232	Methyclothiazide	1	1	0	1	0	1	1	0	2	1	2	0	0	0	13	1	1	1	1	15	1	0	0	2	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	3
DB00233	Aminosalicylic acid	1	1	1	0	0	1	2	0	1	2	1	0	0	1	1	1	1	0	2	6	1	1	1	1	0	1	2	1	1	0	1	0	0	5	1	1	1	0	1	3
DB00234	Reboxetine	7	2	1	1	1	0	4	0	4	7	8	0	0	2	33	1	1	1	31	71	0	0	3	8	0	6	4	3	2	0	1	0	0	1	0	3	0	0	0	8
DB00235	Milrinone	2	1	1	1	1	2	2	1	1	2	1	0	0	1	23	1	1	1	11	36	1	0	1	2	0	4	3	1	2	0	1	0	0	1	0	1	2	0	2	3
DB00236	Pipobroman	1	1	0	1	0	1	1	0	1	0	1	0	0	1	11	1	1	0	1	11	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	2
DB00237	Butabarbital	2	1	0	1	0	1	2	0	2	1	2	0	0	0	23	1	1	0	2	33	0	0	0	5	0	0	2	0	3	0	1	0	0	0	0	0	2	0	2	1
DB00238	Nevirapine	1	1	1	0	1	1	1	1	1	3	9	0	0	2	33	1	1	1	14	101	1	0	1	2	0	2	1	1	3	0	1	0	0	1	0	1	1	0	1	4
DB00239	Oxiconazole	2	1	0	0	1	2	4	1	3	3	1	0	0	2	15	1	1	0	4	19	0	0	1	3	0	2	1	1	2	0	1	0	0	0	0	1	2	0	2	7
DB00240	Alclometasone	1	1	0	0	0	0	1	0	1	0	1	0	0	1	10	0	1	0	1	12	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DB00241	Butalbital	1	1	0	1	0	0	1	0	1	3	1	0	0	2	55	1	1	0	1	25	1	0	1	6	0	0	1	0	5	0	1	0	0	0	0	0	1	0	1	1
DB00242	Cladribine	2	1	1	1	1	0	2	1	8	3	6	0	0	1	46	1	1	1	9	56	0	1	2	3	0	3	5	2	2	0	1	0	0	4	0	1	1	0	1	5
DB00243	Ranolazine	4	1	0	1	1	0	3	1	2	3	90	0	0	0	163	1	1	2	122	193	1	0	1	4	0	4	3	1	3	0	1	0	0	1	0	3	1	0	1	3
DB00244	Mesalazine	1	1	0	2	1	0	2	1	1	4	1	1	0	1	74	1	1	1	21	132	1	1	1	4	0	2	5	1	6	0	1	0	0	4	1	2	1	0	1	9
DB00245	Benzatropine	9	1	1	1	0	1	4	1	5	6	5	0	0	2	29	1	1	1	2	160	4	0	2	4	0	5	3	2	2	0	1	0	0	1	0	1	2	0	2	6
DB00246	Ziprasidone	5	1	0	1	1	1	3	0	1	4	3	0	0	6	73	1	1	1	48	107	0	0	1	5	0	4	1	1	5	0	1	0	0	1	0	3	3	0	3	8
DB00247	Methysergide	8	1	1	1	1	1	4	0	7	3	2	0	0	3	15	1	1	0	2	29	0	0	2	5	0	1	3	2	1	0	1	0	4	1	0	1	0	0	0	0
DB00248	Cabergoline	2	1	0	1	1	1	2	0	6	2	5	0	0	2	72	1	1	0	13	91	0	0	2	2	0	2	1	2	1	0	1	0	1	0	0	1	1	0	1	5
DB00249	Idoxuridine	5	1	1	0	1	0	2	0	8	7	8	0	0	4	55	1	1	1	10	69	3	2	3	4	0	2	7	3	3	0	1	0	0	5	0	1	0	0	0	9
DB00250	Dapsone	3	1	0	0	1	1	1	1	1	3	1	0	0	1	63	1	1	0	15	125	1	0	1	8	0	2	4	1	7	0	1	0	0	4	0	1	1	0	1	3
DB00251	Terconazole	3	1	0	0	1	1	3	0	4	1	3	0	0	0	23	1	1	0	6	28	0	0	2	1	0	1	2	2	1	0	1	0	0	0	0	1	1	0	1	6
DB00252	Phenytoin	5	1	0	1	1	1	1	1	2	8	1	1	0	4	94	1	1	2	10	161	1	1	1	12	0	9	5	3	8	0	1	0	0	5	0	2	2	0	2	5
